lyric,album
"Yeah, we were dancing",reputation
"(Ooh, we had our hands tied)",reputation
And I had a bad feeling,reputation
But we were dancing,reputation
I'd kiss you as the lights went out,reputation
Swaying as the room burned down,reputation
I'd hold you as the water rushes in,reputation
If I could dance with you again,reputation
I'd kiss you as the lights went out,reputation
Swaying as the room burned down,reputation
I'd hold you as the water rushes in,reputation
If I could dance with you again,reputation
"Dancing with our hands tied, hands tied",reputation
"Yeah, we were dancing",reputation
"Like it was the first time, first time",reputation
"Yeah, we were dancing",reputation
"Dancing with our hands tied, hands tied",reputation
"Yeah, we were dancing",reputation
"(Ooh, we had our hands tied)",reputation
And I had a bad feeling,reputation
But we were dancing,reputation
But we were dancing,reputation
"Hands tied, hands tied",reputation
My love was as cruel as the cities I lived in,lover
Everyone looked worse in the light,lover
There are so many lines that I've crossed unforgiven,lover
"I'll tell you the truth, but never goodbye",lover
I don't wanna look at anything else now that I saw you,lover
I don't wanna think of anything else now that I thought of you,lover
I've been sleeping so long in a 20-year dark night,lover
"And now I see daylight, I only see daylight",lover
Luck of the draw only draws the unlucky,lover
And so I became the butt of the joke,lover
I wounded the good and I trusted the wicked,lover
"Clearing the air, I breathed in the smoke",lover
Maybe you ran with the wolves and refused to settle down,lover
Maybe I've stormed out of every single room in this town,lover
Threw out our cloaks and our daggers because it's morning now,lover
"It's brighter now, now",lover
I don't wanna look at anything else now that I saw you,lover
(I can never look away),lover
I don't wanna think of anything else now that I thought of you,lover
(Things will never be the same),lover
I've been sleeping so long in a 20-year dark night,lover
(Now I'm wide awake),lover
"And now I see daylight (Daylight), I only see daylight (Daylight)",lover
"I only see daylight, daylight, daylight, daylight",lover
"I only see daylight, daylight, daylight, daylight",lover
And I can still see it all (In my mind),lover
"All of you, all of me (Intertwined)",lover
I once believed love would be (Black and white),lover
But it's golden (Golden),lover
And I can still see it all (In my head),lover
Back and forth from New York (Singing in your bed),lover
I once believed love would be (Burning red),lover
But it's golden,lover
"Like daylight, like daylight",lover
"Like daylight, daylight",lover
I don't wanna look at anything else now that I saw you,lover
(I can never look away),lover
I don't wanna think of anything else now that I thought of you,lover
(Things will never be the same),lover
I've been sleeping so long in a 20-year dark night,lover
(Now I'm wide awake),lover
"And now I see daylight (I see daylight), I only see daylight (Ah)",lover
"I only see daylight, daylight, daylight, daylight",lover
"I only see daylight, daylight, daylight, daylight (Ah)",lover
(And I can still see it all),lover
"I only see daylight, daylight, daylight, daylight",lover
"(And I can still see it all, back and forth from New York)",lover
"I only see daylight, daylight, daylight, daylight",lover
(I once believed love would be),lover
Like daylight,lover
It's golden like daylight,lover
You gotta step into the daylight and let it go,lover
"Just let it go, let it go",lover
I wanna be defined by the things that I love,lover
Not the things I hate,lover
"Not the things that I'm afraid of, I'm afraid of",lover
Not the things that haunt me in the middle of the night,lover
"I, I just think that",lover
You are what you love,lover
Long were the nights when my days once revolved around you,speak now
"Counting my footsteps, praying the floor wont fall through, again",speak now
"My mother accused me of losing my mind, but I swore I was fine",speak now
You paint a blue sky then go back and turn it to rain,speak now
"When I lived in your chess game, but you changed the rules every day",speak now
Wondering which version of you I might get on the phone tonight,speak now
"Well I stopped picking up, and this song to let you know why",speak now
Dear John,speak now
I see it all now that you're gone,speak now
Don't you think I was too young to be messed with?,speak now
The girl in the dress cried the whole way home,speak now
I should've known,speak now
Well maybe it's me and my blind optimism to blame,speak now
Or maybe its you and your sick need to give love then take it away,speak now
And you'll add my name to your long list of traitors who don't understand,speak now
"And I'll look back and regret, I ignored when they said run as fast as you can",speak now
Dear John,speak now
I see it all now that you're gone,speak now
Don't you think I was too young to be messed with?,speak now
The girl in the dress cried the whole way home,speak now
Dear John,speak now
"I see it all now, it was wrong",speak now
Don't you think nineteen's too young,speak now
To be played by your dark twisted games?,speak now
When I loved you so,speak now
I should've known,speak now
You are an expert at sorry,speak now
And keeping lines blurry,speak now
Never impressed by me acing your tests,speak now
All the girls that you run dry,speak now
Have dried lifeless eyes,speak now
Cause you burned them out,speak now
But I took your matches before fire could catch me,speak now
So don't look now,speak now
I'm shining like fireworks,speak now
Over your sad empty town,speak now
Dear John,speak now
I see it all now that you're gone,speak now
Don't you think I was too young to be messed with?,speak now
The girl in the dress cried the whole way home,speak now
I see it all now that you're gone,speak now
Don't you think I was too young to be messed with?,speak now
The girl in the dress wrote you a song,speak now
You should've known.,speak now
You should've known.,speak now
Don't you think I was too young?,speak now
You should've known.,speak now
"My, my, my, my",lover
"My, my, my, my",lover
"My, my, my, my",lover
"My, my, my, my",lover
"My, my, my, my",lover
"My, my, my, my",lover
"My, my, my, my",lover
"My, my, my, my",lover
Saying goodbye is death by a thousand cuts,lover
Flashbacks waking me up,lover
"I get drunk, but it's not enough",lover
'Cause the morning comes and you're not my baby,lover
I look through the windows of this love,lover
Even though we boarded them up,lover
Chandelier still flickering here,lover
'Cause I can't pretend it's okay when it's not,lover
It's death by a thousand cuts,lover
"I dress to kill my time, I take the long way home",lover
I ask the traffic lights if it'll be alright,lover
"They say, ""I don't know""",lover
And what once was ours is no one's now,lover
"I see you everywhere, the only thing we share",lover
Is this small town,lover
"You said it was a great love, one for the ages",lover
"But if the story's over, why am I still writing pages?",lover
Saying goodbye is death by a thousand cuts,lover
Flashbacks waking me up,lover
"I get drunk, but it's not enough",lover
'Cause the morning comes and you're not my baby,lover
I look through the windows of this love,lover
Even though we boarded them up,lover
Chandelier still flickering here,lover
'Cause I can't pretend it's okay when it's not,lover
It's death by a thousand cuts,lover
"My heart, my hips, my body, my love",lover
Tryna find a part of me that you didn't touch,lover
Gave up on me like I was a bad drug,lover
Now I'm searching for signs in a haunted club,lover
"Our songs, our films, united, we stand",lover
"Our country, guess it was a lawless land",lover
Why are my fears at the touch of your hands?,lover
Paper cut stains from my paper-thin plans,lover
"My time, my wine, my spirit, my trust",lover
Tryna find a part of me you didn't take up,lover
"Gave you so much, but it wasn't enough",lover
"But I'll be alright, it's just a thousand cuts",lover
"I get drunk, but it's not enough",lover
'Cause you're not my baby,lover
I look through the windows of this love,lover
Even though we boarded them up,lover
Chandelier still flickering here,lover
'Cause I can't pretend it's okay when it's not,lover
"No, it's not",lover
It's death by a thousand cuts (You didn't touch),lover
Tryna find a part of me that you didn't touch,lover
"My body, my love, my trust (It's death by a thousand cuts)",lover
"But it wasn't enough, it wasn't enough, no, no",lover
I take the long way home,lover
I ask the traffic lights if it'll be alright,lover
"They say, ""I don't know""",lover
"This ain't for the best, my reputation's never been worse",reputation
So you must like me for me,reputation
"We can't make any promises now, can we babe?",reputation
But you can make me a drink,reputation
"Dive bar on the East Side, where you at?",reputation
Phone lights up my nightstand in the black,reputation
"Come here, you can meet me in the back",reputation
"Dark jeans and your Nikes, look at you",reputation
"Oh damn, never seen that color blue",reputation
Just think of the fun things we could do,reputation
'Cause I like you,reputation
"This ain't for the best, my reputation's never been worse",reputation
So you must like me for me,reputation
"Yeah, I want you",reputation
"We can't make any promises now, can we babe?",reputation
But you can make me a drink,reputation
Is it cool that I said all that?,reputation
Is it chill that you're in my head?,reputation
'Cause I know that it's delicate (Delicate),reputation
Is it cool that I said all that?,reputation
Is it too soon to do this yet?,reputation
'Cause I know that it's delicate,reputation
Isn't it? Isn't it? Isn't it?,reputation
Isn't it?,reputation
Isn't it? Isn't it? Isn't it?,reputation
Isn't it delicate?,reputation
"Third floor on the West Side, me and you",reputation
"Handsome, you're a mansion with a view",reputation
Do the girls back home touch you like I do?,reputation
"Long night, with your hands up in my hair",reputation
Echoes of your footsteps on the stairs,reputation
"Stay here, honey, I don't wanna share",reputation
'Cause I like you,reputation
"This ain't for the best, my reputation's never been worse",reputation
So you must like me for me,reputation
"Yeah, I want you",reputation
"We can't make any promises now, can we babe?",reputation
But you can make me a drink,reputation
Is it cool that I said all that?,reputation
Is it chill that you're in my head?,reputation
'Cause I know that it's delicate (Delicate),reputation
Is it cool that I said all that?,reputation
Is it too soon to do this yet?,reputation
'Cause I know that it's delicate,reputation
Isn't it? Isn't it? Isn't it?,reputation
Isn't it?,reputation
Isn't it? Isn't it? Isn't it?,reputation
Isn't it delicate?,reputation
"Sometimes I wonder, when you sleep",reputation
Are you ever dreaming of me?,reputation
Sometimes when I look into your eyes,reputation
"I pretend you're mine, all the damn time",reputation
'Cause I like you,reputation
Is it cool that I said all that?,reputation
Is it chill that you're in my head?,reputation
'Cause I know that it's delicate (Delicate),reputation
"Yeah, I want you",reputation
Is it cool that I said all that?,reputation
Is it too soon to do this yet?,reputation
'Cause I know that it's delicate (Delicate),reputation
'Cause I like you,reputation
Is it cool that I said all that? (Isn' t it?),reputation
Is it chill that you're in my head? (Isn't it? Isn't it?),reputation
'Cause I know that it's delicate (Isn't it delicate?),reputation
"Yeah, I want you",reputation
Is it cool that I said all that? (Isn't it?),reputation
Is it too soon to do this yet? (Isn't it? Isn't it?),reputation
'Cause I know that it's delicate (Isn't it delicate?),reputation
"Don't blame me, love made me crazy",reputation
"If it doesn't, you ain't doing it right",reputation
"Lord, save me, my drug is my baby",reputation
I'll be using for the rest of my life,reputation
I've been breaking hearts a long time,reputation
And toying with them older guys,reputation
Just playthings for me to use,reputation
Something happened for the first time,reputation
In the darkest little paradise,reputation
"Shaking, pacing, I just need you",reputation
"For you, I would cross the line",reputation
I would waste my time,reputation
I would lose my mind,reputation
"They say, ""She's gone too far this time""",reputation
"Don't blame me, your love made me crazy",reputation
"If it doesn't, you ain't doing it right",reputation
"Lord, save me, my drug is my baby",reputation
I'll be using for the rest of my life,reputation
"Don't blame me, your love made me crazy",reputation
"If it doesn't, you ain't doing it right",reputation
"Oh, Lord, save me, my drug is my baby",reputation
I'll be using for the rest of my life,reputation
My name is whatever you decide,reputation
And I'm just gonna call you mine,reputation
"I'm insane, but I'm your baby (your baby)",reputation
Echoes of your name inside my mind,reputation
"Halo, hiding my obsession",reputation
"I once was poison ivy, but now I'm your daisy",reputation
"And baby, for you, I would fall from grace",reputation
Just to touch your face,reputation
If you walk away,reputation
I'd beg you on my knees to stay,reputation
"Don't blame me, your love made me crazy",reputation
"If it doesn't, you ain't doing it right",reputation
"Lord, save me, my drug is my baby",reputation
I'll be using for the rest of my life,reputation
"Don't blame me, your love made me crazy",reputation
"If it doesn't, you ain't doing it right",reputation
"Oh, Lord, save me, my drug is my baby",reputation
I'll be using for the rest of my life,reputation
"I get so high, oh",reputation
"Every time you're, every time you're loving me",reputation
You're loving me,reputation
"Trip of my life, oh",reputation
"Every time you're, every time you're touching me",reputation
You're touching me,reputation
"Every time you're, every time you're loving me",reputation
"Oh, Lord, save me",reputation
My drug is my baby,reputation
I'd be using for the rest of my life,reputation
"(Using for the rest of my life, oh)",reputation
"Don't blame me, your love made me crazy",reputation
"If it doesn't, you ain't doing it right (doing it right, no)",reputation
"Lord, save me, my drug is my baby",reputation
"I'll be using for the rest of my life, oh",reputation
"Don't blame me, your love made me crazy",reputation
"If it doesn't, you ain't doing it right (you ain't doing it...)",reputation
"Oh, Lord, save me, my drug is my baby",reputation
"I'll be using for the rest of my life (I'll be using, I'll be using)",reputation
"I get so high, oh",reputation
"Every time, you're, every time you're loving me",reputation
You're loving me,reputation
"Oh, Lord, save me",reputation
My drug is my baby,reputation
I'll be using for the rest of my life,reputation
Our secret moments in your crowded room,reputation
They've got no idea about me and you,reputation
There is an indentation in the shape of you,reputation
"Made your mark on me, a golden tattoo",reputation
"All of this silence and patience, pining and anticipation",reputation
"My hands are shaking from holding back from you (ah, ah, ah)",reputation
"All of this silence and patience, pining and desperately waiting",reputation
"My hands are shaking from holding back from all this (ha, ha, ha, ha)",reputation
Say my name and everything just stops,reputation
I don't want you like a best friend,reputation
Only bought this dress so you could take it off,reputation
"Take it off (ha, ha, ha)",reputation
Carve your name into my bedpost,reputation
'Cause I don't want you like a best friend,reputation
Only bought this dress so you could take it off,reputation
"Take it off (ha, ha, ha, ha)",reputation
"Inescapable, I'm not even going to try",reputation
"And if I get burned, at least we were electrified",reputation
"I'm spilling wine in the bathtub, you kiss my face and we're both drunk",reputation
"Everyone thinks that they know us, but they know nothing about",reputation
"All of this silence and patience, pining and anticipation",reputation
"My hands are shaking from holding back from you (ah, ah, ah)",reputation
"All of this silence and patience, pining and desperately waiting",reputation
"My hands are shaking from holding back from all this (ha, ha, ha, ha)",reputation
Say my name and everything just stops,reputation
I don't want you like a best friend,reputation
Only bought this dress so you could take it off,reputation
"Take it off (ha, ha, ha)",reputation
Carve your name into my bedpost,reputation
'Cause I don't want you like a best friend,reputation
"Only bought this dress so you could take it off, take it off",reputation
"Only bought this dress so you could take it off, take it off",reputation
Only bought this dress so you could take it off,reputation
Nights back when you met me,reputation
Your buzzcut and my hair bleached,reputation
"Even in my worst times, you could see the best of me",reputation
Flash back to my mistakes,reputation
"My rebounds, my earthquakes",reputation
"Even in my worst light, you saw the truth of me",reputation
And I woke up just in time,reputation
Now I wake up by your side,reputation
"My one and only, my lifeline",reputation
I woke up just in time,reputation
Now I wake up by your side,reputation
"My hands are shaking, and I can't explain this (ha, ha, ha, ha)",reputation
Say my name and everything just stops,reputation
I don't want you like a best friend,reputation
"Only bought this dress so you could take it off, take it off",reputation
Carve your name into my bedpost,reputation
Cause I don't want you like a best friend,reputation
"Only bought this dress so you could take it off, take it off",reputation
There is an indentation,reputation
In the shape of you,reputation
Only bought this dress so you could take it off,reputation
"You made your mark on me, golden tattoo",reputation
Only bought this dress so you could take it off,reputation
"There I was again tonight, forcing laughter, faking smiles",speak now
"Same old, tired lonely place",speak now
"Walls of insincerity, shifting eyes and vacancy",speak now
Vanished when I saw your face,speak now
All I can say is it was enchanting to meet you,speak now
"Your eyes whispered, ""Have we met?"" across the room, your silhouette",speak now
Starts to make its way to me,speak now
"The playful conversation starts, counter all your quick remarks",speak now
Like passing notes in secrecy,speak now
And it was enchanting to meet you,speak now
All I can say is I was enchanted to meet you,speak now
"This night is sparkling, don't you let it go",speak now
"I'm wonder-struck, blushing all the way home",speak now
I'll spend forever wondering if you knew,speak now
I was enchanted to meet you,speak now
"The lingering question kept me up, 2 a.m., who do you love?",speak now
I wonder 'til I'm wide awake,speak now
"Now I'm pacing back and forth, wishing you were at my door",speak now
I'd open up and you would say,speak now
It was enchanting to meet you,speak now
All I know is I was enchanted to meet you,speak now
"This night is sparkling, don't you let it go",speak now
"I'm wonder-struck, blushing all the way home",speak now
I'll spend forever wondering if you knew,speak now
"This night is flawless, don't you let it go",speak now
"I'm wonder-struck, dancing around all alone",speak now
I'll spend forever wondering if you knew,speak now
I was enchanted to meet you,speak now
This is me praying that,speak now
"This was the very first page, not where the storyline ends",speak now
My thoughts will echo your name until I see you again,speak now
These are the words I held back as I was leaving too soon,speak now
I was enchanted to meet you,speak now
Please don't be in love with someone else,speak now
Please don't have somebody waiting on you,speak now
Please don't be in love with someone else,speak now
Please don't have somebody waiting on you,speak now
"This night is sparkling, don't you let it go",speak now
"I'm wonder-struck, blushing all the way home",speak now
I'll spend forever wondering if you knew,speak now
"This night is flawless, don't you let it go",speak now
"I'm wonder-struck, dancing around all alone",speak now
I'll spend forever wondering if you knew,speak now
I was enchanted to meet you,speak now
Please don't be in love with someone else,speak now
Please don't have somebody waiting on you,speak now
I wanna be your end game,reputation
I wanna be your first string,reputation
"I wanna be your A-Team (woah, woah, woah)",reputation
"I wanna be your end game, end game",reputation
[Post-Chorus: Taylor Swift & Future],reputation
"Big reputation, big reputation",reputation
"Ooh, you and me, we got big reputations",reputation
"Ah, and you heard about me",reputation
"Oh, I got some big enemies (yeah)",reputation
"Big reputation, big reputation",reputation
"Ooh, you and me would be a big conversation",reputation
"Ah, and I heard about you (yah)",reputation
"Ooh, you like the bad ones, too",reputation
"You so dope, don't overdose",reputation
"I'm so stoked, I need a toast",reputation
"We do the most, I'm in the Ghost like I'm whippin' a boat",reputation
"I got a reputation, girl, that don't precede me (yah)",reputation
I'm a call away whenever you need me (yeah),reputation
"I'm in a G5 (yeah), come to the A-Side (yeah)",reputation
"I got a bad boy persona, that's what they like (what they like)",reputation
"You love it, I love it, too, 'cause you my type (you my type)",reputation
You hold me down and I protect you with my life,reputation
"I don't wanna touch you, I don't wanna be",reputation
Just another ex love you don't wanna see,reputation
I don't wanna miss you (I don't wanna miss you),reputation
Like the other girls do,reputation
"I don't wanna hurt you, I just wanna be",reputation
Drinking on a beach with you all over me,reputation
I know what they all say (I know what they all say),reputation
But I ain't tryna play,reputation
I wanna be your end game,reputation
I wanna be your first string,reputation
I wanna be your A-Team,reputation
"I wanna be your end game, end game",reputation
"Now well, when I was young, we connected",reputation
"When we were little bit older, both sprung",reputation
I got issues and chips on both of my shoulders,reputation
Reputation precedes me and rumors are knee deep,reputation
"The truth is it's easier to ignore it, believe me",reputation
"Even when we'd argue, we'd not do it for long",reputation
And you understand the good and bad end up in a song,reputation
For all your beautiful traits and the way you do it with ease,reputation
"For all my flaws, paranoia and insecurities",reputation
"I've made mistakes and made some choices, that's hard to deny",reputation
"After the storm, something was born on the 4th of July",reputation
"I've passed days [?], this end game isn't won",reputation
"With four words on the tip of my tongue, I'll never say it",reputation
"I don't wanna touch you, I don't wanna be",reputation
Just another ex love you don't wanna see,reputation
I don't wanna miss you like the other girls do,reputation
"I don't wanna hurt you, I just wanna be",reputation
Drinking on a beach with you all over me,reputation
"I know what they all say, yeah, but I ain't tryna play",reputation
I wanna be your end game,reputation
I wanna be your first string,reputation
I wanna be your A-Team,reputation
"I wanna be your end game, end game",reputation
[Post-Chorus: Taylor Swift & Future],reputation
"Big reputation, big reputation",reputation
"Ooh, you and me, we got big reputations",reputation
"Ah, and you heard about me",reputation
"Oh, I got some big enemies",reputation
"Hey, big reputation, big reputation",reputation
"Ooh, you and me would be a big conversation",reputation
"Ah, and I heard about you",reputation
"Ooh, you like the bad ones, too",reputation
I hit you like bang,reputation
"We tried to forget it, but we just couldn't",reputation
"And I bury hatchets, but I keep maps of where I put 'em",reputation
"Reputation precedes me, they told you I'm crazy",reputation
"I swear I don't love the drama, it loves me",reputation
"And I can't let you go, your hand prints on my soul",reputation
"It's like your eyes are liquor, it's like your body is gold",reputation
You've been calling my bluff on all my usual tricks,reputation
So here's a truth from my red lips,reputation
I wanna be your end game,reputation
I wanna be your first string (Me and you),reputation
I wanna be your A-Team (Be your A-Team),reputation
"I wanna be your end game, end game",reputation
I wanna be your end game,reputation
I wanna be your first string,reputation
I wanna be your A-Team,reputation
"I wanna be your end game, end game",reputation
Keep your helmet,folklore
"Keep your life, son",folklore
Just a flesh wound,folklore
Here's your rifle,folklore
Crawling up the beaches now,folklore
"Sir, I think he's bleedin' out",folklore
And some things you just can't speak about,folklore
"With you, I serve",folklore
"With you, I fall down",folklore
Down,folklore
Watch you breathin',folklore
Watch you breathin' out,folklore
Out,folklore
Something med school,folklore
Did not cover,folklore
Someone's daughter,folklore
Someone's mother,folklore
Holds your hand through plastic now,folklore
"Doc, I think she's crashin' out",folklore
And some things you just can't speak about,folklore
Only twenty minutes to sleep,folklore
But you dream of some epiphany,folklore
Just one single glimpse of relief,folklore
To make some sense of what you've seen,folklore
"With you, I serve",folklore
"With you, I fall down",folklore
Down (Down),folklore
Watch you breathin',folklore
Watch you breathin' out,folklore
Out,folklore
"With you, I serve",folklore
"With you, I fall down (Down)",folklore
Down (Down),folklore
Watch you breathin',folklore
Watch you breathin' out (Out),folklore
Out,folklore
Only twenty minutes to sleep,folklore
But you dream of some epiphany,folklore
Just one single glimpse of relief,folklore
To make some sense of what you've seen,folklore
All I knew this morning when I woke,red
"Is I know something now, know something now",red
I didn't before,red
And all I've seen since eighteen hours ago,red
Is green eyes and freckles,red
And your smile in the back of my mind making me feel right,red
I just want to know you better,red
"Know you better, know you better now",red
I just want to know you better,red
"Know you better, know you better now",red
I just want to know you better,red
"Know you better, know you better now",red
I just want to know you,red
"Know you, know youCause all I know is we said hello",red
And your eyes look like coming home,red
All I know is a simple name,red
Is everything has changed,red
All I know is you held the door,red
You'll be mine and I'll be yours,red
All I know since yesterday,red
Is everything has changed,red
And all my walls,red
Stood tall painted blue,red
But I'll take them down,red
Take them down and open up the door for you.,red
And all I feel in my stomach is butterflies,red
"The beautiful kind, making up for lost time",red
"Taking flight, making me feel right",red
I just want to know you better,red
"Know you better, know you better now",red
I just want to know you better,red
"Know you better, know you better now",red
I just want to know you better,red
"Know you better, know you better now",red
I just want to know you,red
"Know you, know you",red
'Cause all I know is we said hello,red
And your eyes look like coming home,red
All I know is a simple name,red
Is everything has changed,red
All I know is you held the door,red
You'll be mine and I'll be yours,red
All I know since yesterday,red
Is everything has changed,red
Come back and tell me why,red
I'm feeling like I've missed you all this time,red
And meet me there tonight,red
And let me know that it's not all in my mind,red
I just want to know you better,red
"Know you better, know you better now",red
I just want to know you,red
"Know you, know you",red
All I know is we said hello,red
Your eyes look like coming home,red
All I know is a simple name,red
Is everything has changed,red
All I know is you held the door,red
You'll be mine and I'll be yours,red
All I know since yesterday,red
Is everything has changed.,red
All I know is we said hello,red
So dust off your highest hopes,red
All I know is pouring rain,red
And everything has changed,red
All I know is a newfound brightness,red
All my days I'll know your face,red
All I know since yesterday,red
Is everything has changed,red
All I knew this morning when I woke,red
"Is I know something now, know something now",red
I didn't before,red
And all I've seen,red
Since 18 hours ago,red
His green eyes and freckles and your smile,red
In the back of my mind making me feel like,red
I just want to know you better,red
"Know you better, know you better now",red
I just want to know you better,red
"Know you better, know you better now",red
I just want to know you better,red
"Know you better, know you better now",red
"I just want to know you, know you, know you",red
'Cause all I know is we said hello,red
"And your eyes look like coming home, oh",red
I know it's a simple name,red
Everything has changed,red
All I know is you held the door,red
"You'll be mine and I'll be yours, oh",red
I know since yesterday,red
'Cause everything has changed,red
And all my walls stand tall painted blue,red
"But I'll take 'em down, take 'em down",red
And open up the door for you,red
And all I feel in my stomach is butterflies,red
The beautiful kind making up for lost time,red
Taking flight making me feel like,red
I just want to know you better,red
"Know you better, know you better now",red
I just want to know you better,red
"Know you better, know you better now",red
I just want to know you better,red
"Know you better, know you better now",red
"I just want to know you, know you, know you",red
'Cause all I know is we said hello,red
"And your eyes look like coming home, oh",red
I know it's a simple name,red
Everything has changed,red
All I know is you held the door,red
"You'll be mine and I'll be yours, oh",red
I know since yesterday,red
'Cause everything has changed,red
Come back and tell me why,red
I'm feeling like I missed you all this time,red
And meet me there tonight,red
And let me know that it's not all in my mind,red
I just want to know you better,red
Know you better know you better now,red
"I just want to know you, know you, know you",red
All I know is we said hello,red
"Your eyes look like coming home, oh",red
I know it's a simple name,red
Everything has changed,red
All I know is you held the door,red
"You'll be mine and I'll be yours, oh",red
I know since yesterday,red
Is everything has changed,red
All I know is we said hello,red
So dust off your highest toes,red
All I know is pouring rain,red
And everything has changed,red
All I know is a new found grace,red
All my dates I'll know your face,red
All I know since yesterday is everything has changed,red
"I can see you standing, honey",folklore
With his arms around your body,folklore
"Laughin', but the joke's not funny at all",folklore
And it took you five whole minutes,folklore
To pack us up and leave me with it,folklore
Holdin' all this love out here in the hall,folklore
I think I've seen this film before,folklore
And I didn't like the ending,folklore
You're not my homeland anymore,folklore
So what am I defending now?,folklore
"You were my town, now I'm in exile, seein' you out",folklore
I think I've seen this film before,folklore
"Ooh, ooh, ooh",folklore
"I can see you starin', honey",folklore
Like he's just your understudy,folklore
Like you'd get your knuckles bloody for me,folklore
"Second, third, and hundredth chances",folklore
Balancin' on breaking branches,folklore
Those eyes add insult to injury,folklore
I think I've seen this film before,folklore
And I didn't like the ending,folklore
I'm not your problem anymore,folklore
So who am I offending now?,folklore
"You were my crown, now I'm in exile, seein' you out",folklore
I think I've seen this film before,folklore
So I'm leaving out the side door,folklore
"So step right out, there is no amount",folklore
Of crying I can do for you,folklore
All this time,folklore
We always walked a very thin line,folklore
You didn't even hear me out (You didn't even hear me out),folklore
You never gave a warning sign (I gave so many signs),folklore
All this time,folklore
I never learned to read your mind (Never learned to read my mind),folklore
I couldn't turn things around (You never turned things around),folklore
'Cause you never gave a warning sign (I gave so many signs),folklore
"So many signs, so many signs",folklore
You didn't even see the signs,folklore
I think I've seen this film before,folklore
And I didn't like the ending,folklore
You're not my homeland anymore,folklore
So what am I defending now?,folklore
"You were my town, now I'm in exile, seein' you out",folklore
I think I've seen this film before,folklore
So I'm leavin' out the side door,folklore
"So step right out, there is no amount",folklore
Of crying I can do for you,folklore
All this time,folklore
We always walked a very thin line,folklore
You didn't even hear me out (Didn't even hear me out),folklore
You never gave a warning sign (I gave so many signs),folklore
All this time,folklore
I never learned to read your mind (Never learned to read my mind),folklore
I couldn't turn things around (You never turned things around),folklore
'Cause you never gave a warning sign (I gave so many signs),folklore
You never gave a warning sign (All this time),folklore
(So many signs) I never learned to read your mind,folklore
(So many signs) I couldn't turn things around (I couldn't turn things around),folklore
'Cause you never gave a warning sign (You never gave a warning sign),folklore
You never gave a warning sign,folklore
