lyric,genre,album
But I don't wanna go there anymore,country,fearless
Talk to the wind,country,fearless
Talk to the sky,country,fearless
Talk to the man with the reasons why,country,fearless
And let me know what you find,country,fearless
I'll leave my window open,country,fearless
'Cause I'm too tired tonight to call your name,country,fearless
Just know I'm right here hopin',country,fearless
That you'll come in with the rain,country,fearless
I could stand up & sing you a song,country,fearless
But I don't wanna have to go that far,country,fearless
"And I, I've got you down, I know you by heart",country,fearless
And you don't even know where I start,country,fearless
Talk to yourself,country,fearless
Talk to the tears,country,fearless
Talk to the man who put you here,country,fearless
And don't wait for the sky to clear,country,fearless
I'll leave my window open,country,fearless
'Cause I'm too tired tonight to call your name,country,fearless
Just know I'm right here hopin',country,fearless
That you'll come in with the rain,country,fearless
...,country,fearless
"I've watched you so long, screamed your name",country,fearless
I don't know what else I can say,country,fearless
And I'll leave my window open,country,fearless
'Cause I'm too tired tonight for all these games,country,fearless
Just know I'm right here hopin',country,fearless
That you'll come in with the rain,country,fearless
I could go back to every laugh,country,fearless
But I don't wanna go there anymore,country,fearless
We were in the backseat,pop,lover
Drunk on something stronger than the drinks in the bar,pop,lover
"""I rent a place on Cornelia Street""",pop,lover
I said casually in the car,pop,lover
We were a fresh page on the desk,pop,lover
Filling in the blanks as we go,pop,lover
As if the street lights pointed in an arrow head,pop,lover
Leading us home,pop,lover
"I hope I never lose you, hope it never ends",pop,lover
I'd never walk Cornelia Street again,pop,lover
That's the kinda heartbreak time could never mend,pop,lover
I'd never walk Cornelia Street again,pop,lover
"And baby, I get mystified by how this city screams your name",pop,lover
"And baby, I'm so terrified of if you ever walk away",pop,lover
I'd never walk Cornelia Street again,pop,lover
I'd never walk Cornelia Street again,pop,lover
"Windows swung right open, autumn air",pop,lover
Jacket 'round my shoulders is yours,pop,lover
We bless the rains on Cornelia Street,pop,lover
Memorize the creaks in the floor,pop,lover
"Back when we were card sharks, playing games",pop,lover
I thought you were leading me on,pop,lover
"I packed my bags, left Cornelia Street",pop,lover
Before you even knew I was gone,pop,lover
"But then you called, showed your hand",pop,lover
I turned around before I hit the tunnel,pop,lover
"Sat on the roof, you and I",pop,lover
"I hope I never lose you, hope it never ends",pop,lover
I'd never walk Cornelia Street again,pop,lover
That's the kinda heartbreak time could never mend,pop,lover
I'd never walk Cornelia Street again,pop,lover
"And baby, I get mystified by how this city screams your name",pop,lover
"And baby, I'm so terrified of if you ever walk away",pop,lover
I'd never walk Cornelia Street again,pop,lover
I'd never walk Cornelia Street again,pop,lover
You hold my hand on the street,pop,lover
Walk me back to that apartment,pop,lover
"Years ago, we were just inside",pop,lover
Barefoot in the kitchen,pop,lover
Sacred new beginnings,pop,lover
"That became my religion, listen",pop,lover
I hope I never lose you,pop,lover
I'd never walk Cornelia Street again,pop,lover
"Oh, never again",pop,lover
"And baby, I get mystified by how this city screams your name",pop,lover
"And baby, I'm so terrified of if you ever walk away",pop,lover
I'd never walk Cornelia Street again,pop,lover
I'd never walk Cornelia Street again,pop,lover
I don't wanna lose you (Hope it never ends),pop,lover
I'd never walk Cornelia Street again,pop,lover
I don't wanna lose you (Yeah),pop,lover
"""I rent a place on Cornelia Street""",pop,lover
I said casually in the car,pop,lover
Fever dream high in the quiet of the night,pop,lover
"You know that I caught it (Oh yeah, you're right, I want it)",pop,lover
"Bad, bad boy, shiny toy with a price",pop,lover
"You know that I bought it (Oh yeah, you're right, I want it)",pop,lover
"Killing me slow, out the window",pop,lover
I'm always waiting for you to be waiting below,pop,lover
"Devils roll the dice, angels roll their eyes",pop,lover
What doesn't kill me makes me want you more,pop,lover
"And it's new, the shape of your body",pop,lover
"It's blue, the feeling I've got",pop,lover
"And it's ooh, whoa oh",pop,lover
It's a cruel summer,pop,lover
"It's cool, that's what I tell 'em",pop,lover
"No rules, unbreakable heaven",pop,lover
"But ooh, whoa oh",pop,lover
It's a cruel summer,pop,lover
With you,pop,lover
Hang your head low in the glow of the vending machine,pop,lover
"I'm not buying (Oh yeah, you're right, I want it)",pop,lover
You say that we'll just screw it up in these trying times,pop,lover
"We're not trying (Oh yeah, you're right, I want it)",pop,lover
"So cut the headlights, summer's a knife",pop,lover
I'm always waiting for you just to cut to the bone,pop,lover
"Devils roll the dice, angels roll their eyes",pop,lover
"And if I bleed, you'll be the last to know",pop,lover
"Oh, it's new, the shape of your body",pop,lover
"It's blue, the feeling I've got",pop,lover
"And it's ooh, whoa oh",pop,lover
It's a cruel summer,pop,lover
"It's cool, that's what I tell 'em",pop,lover
"No rules, unbreakable heaven",pop,lover
"But ooh, whoa oh",pop,lover
It's a cruel summer,pop,lover
With you,pop,lover
I'm drunk in the back of the car,pop,lover
And I cried like a baby coming home from the bar (Oh),pop,lover
"Said I'm fine, but it wasn't true",pop,lover
I don't wanna keep secrets just to keep you,pop,lover
And I snuck in through the garden gate,pop,lover
Every night that summer just to seal my fate (Oh),pop,lover
And I screamed for whatever it's worth,pop,lover
"""I love you,"" ain't that the worst thing you ever heard?",pop,lover
He looks so pretty like a devil,pop,lover
"And it's new, the shape of your body",pop,lover
"It's blue, the feeling I've got",pop,lover
"And it's ooh, whoa oh",pop,lover
It's a cruel summer,pop,lover
"It's cool, that's what I tell 'em",pop,lover
"No rules, unbreakable heaven",pop,lover
"But ooh, whoa oh",pop,lover
It's a cruel summer,pop,lover
With you,pop,lover
I'm drunk in the back of the car,pop,lover
And I cried like a baby coming home from the bar (Oh),pop,lover
"Said I'm fine, but it wasn't true",pop,lover
I don't wanna keep secrets just to keep you,pop,lover
And I snuck in through the garden gate,pop,lover
Every night that summer just to seal my fate (Oh),pop,lover
And I screamed for whatever it's worth,pop,lover
"""I love you,"" ain't that the worst thing you ever heard?",pop,lover
"(Yeah, yeah, yeah, yeah)",pop,lover
"I, I loved you in secret",pop,reputation
"First sight, yeah, we love without reason",pop,reputation
"Oh, twenty-five years old",pop,reputation
"Oh, how were you to know, and",pop,reputation
"My, my love had been frozen",pop,reputation
"Deep blue, but you painted me golden",pop,reputation
"Oh, and you held me close",pop,reputation
"Oh, how was I to know that",pop,reputation
I could've spent forever with your hands in my pockets,pop,reputation
Picture of your face in an invisible locket,pop,reputation
You said there was nothing in the world that could stop it,pop,reputation
I had a bad feeling,pop,reputation
"And darling, you had turned my bed into a sacred oasis",pop,reputation
"People started talking, putting us through our paces",pop,reputation
I knew there was no one in the world who could take it,pop,reputation
I had a bad feeling,pop,reputation
But we were dancing,pop,reputation
"Dancing with our hands tied, hands tied",pop,reputation
"Yeah, we were dancing",pop,reputation
"Like it was the first time, first time",pop,reputation
"Yeah, we were dancing",pop,reputation
"Dancing with our hands tied, hands tied",pop,reputation
"Yeah, we were dancing",pop,reputation
And I had a bad feeling,pop,reputation
But we were dancing,pop,reputation
"I, I loved you in spite of",pop,reputation
Deep fears that the world would divide us,pop,reputation
"So, baby, can we dance",pop,reputation
"Oh, through an avalanche?",pop,reputation
"And say, say that we got it",pop,reputation
"I'm a mess, but I'm the mess that you wanted",pop,reputation
"Oh, 'cause it's gravity",pop,reputation
"Oh, keeping you with me",pop,reputation
I could've spent forever with your hands in my pockets,pop,reputation
Picture of your face in an invisible locket,pop,reputation
You said there was nothing in the world that could stop it,pop,reputation
I had a bad feeling,pop,reputation
But we were dancing,pop,reputation
"Dancing with our hands tied, hands tied",pop,reputation
"Yeah, we were dancing",pop,reputation
"Like it was the first time, first time",pop,reputation
"Yeah, we were dancing",pop,reputation
"Dancing with our hands tied, hands tied",pop,reputation
"Yeah, we were dancing",pop,reputation
"(Ooh, we had our hands tied)",pop,reputation
And I had a bad feeling,pop,reputation
But we were dancing,pop,reputation
I'd kiss you as the lights went out,pop,reputation
Swaying as the room burned down,pop,reputation
I'd hold you as the water rushes in,pop,reputation
If I could dance with you again,pop,reputation
I'd kiss you as the lights went out,pop,reputation
Swaying as the room burned down,pop,reputation
I'd hold you as the water rushes in,pop,reputation
If I could dance with you again,pop,reputation
"Dancing with our hands tied, hands tied",pop,reputation
"Yeah, we were dancing",pop,reputation
"Like it was the first time, first time",pop,reputation
"Yeah, we were dancing",pop,reputation
"Dancing with our hands tied, hands tied",pop,reputation
"Yeah, we were dancing",pop,reputation
"(Ooh, we had our hands tied)",pop,reputation
And I had a bad feeling,pop,reputation
But we were dancing,pop,reputation
But we were dancing,pop,reputation
"Hands tied, hands tied",pop,reputation
My love was as cruel as the cities I lived in,pop,lover
Everyone looked worse in the light,pop,lover
There are so many lines that I've crossed unforgiven,pop,lover
"I'll tell you the truth, but never goodbye",pop,lover
I don't wanna look at anything else now that I saw you,pop,lover
I don't wanna think of anything else now that I thought of you,pop,lover
I've been sleeping so long in a 20-year dark night,pop,lover
"And now I see daylight, I only see daylight",pop,lover
Luck of the draw only draws the unlucky,pop,lover
And so I became the butt of the joke,pop,lover
I wounded the good and I trusted the wicked,pop,lover
"Clearing the air, I breathed in the smoke",pop,lover
Maybe you ran with the wolves and refused to settle down,pop,lover
Maybe I've stormed out of every single room in this town,pop,lover
Threw out our cloaks and our daggers because it's morning now,pop,lover
"It's brighter now, now",pop,lover
I don't wanna look at anything else now that I saw you,pop,lover
(I can never look away),pop,lover
I don't wanna think of anything else now that I thought of you,pop,lover
(Things will never be the same),pop,lover
I've been sleeping so long in a 20-year dark night,pop,lover
(Now I'm wide awake),pop,lover
"And now I see daylight (Daylight), I only see daylight (Daylight)",pop,lover
"I only see daylight, daylight, daylight, daylight",pop,lover
"I only see daylight, daylight, daylight, daylight",pop,lover
And I can still see it all (In my mind),pop,lover
"All of you, all of me (Intertwined)",pop,lover
I once believed love would be (Black and white),pop,lover
But it's golden (Golden),pop,lover
And I can still see it all (In my head),pop,lover
Back and forth from New York (Singing in your bed),pop,lover
I once believed love would be (Burning red),pop,lover
But it's golden,pop,lover
"Like daylight, like daylight",pop,lover
"Like daylight, daylight",pop,lover
I don't wanna look at anything else now that I saw you,pop,lover
(I can never look away),pop,lover
I don't wanna think of anything else now that I thought of you,pop,lover
(Things will never be the same),pop,lover
I've been sleeping so long in a 20-year dark night,pop,lover
(Now I'm wide awake),pop,lover
"And now I see daylight (I see daylight), I only see daylight (Ah)",pop,lover
"I only see daylight, daylight, daylight, daylight",pop,lover
"I only see daylight, daylight, daylight, daylight (Ah)",pop,lover
(And I can still see it all),pop,lover
"I only see daylight, daylight, daylight, daylight",pop,lover
"(And I can still see it all, back and forth from New York)",pop,lover
"I only see daylight, daylight, daylight, daylight",pop,lover
(I once believed love would be),pop,lover
Like daylight,pop,lover
It's golden like daylight,pop,lover
You gotta step into the daylight and let it go,pop,lover
"Just let it go, let it go",pop,lover
I wanna be defined by the things that I love,pop,lover
Not the things I hate,pop,lover
"Not the things that I'm afraid of, I'm afraid of",pop,lover
Not the things that haunt me in the middle of the night,pop,lover
"I, I just think that",pop,lover
You are what you love,pop,lover
Long were the nights when my days once revolved around you,country,speak now
"Counting my footsteps, praying the floor wont fall through, again",country,speak now
"My mother accused me of losing my mind, but I swore I was fine",country,speak now
You paint a blue sky then go back and turn it to rain,country,speak now
"When I lived in your chess game, but you changed the rules every day",country,speak now
Wondering which version of you I might get on the phone tonight,country,speak now
"Well I stopped picking up, and this song to let you know why",country,speak now
Dear John,country,speak now
I see it all now that you're gone,country,speak now
Don't you think I was too young to be messed with?,country,speak now
The girl in the dress cried the whole way home,country,speak now
I should've known,country,speak now
Well maybe it's me and my blind optimism to blame,country,speak now
Or maybe its you and your sick need to give love then take it away,country,speak now
And you'll add my name to your long list of traitors who don't understand,country,speak now
"And I'll look back and regret, I ignored when they said run as fast as you can",country,speak now
Dear John,country,speak now
I see it all now that you're gone,country,speak now
Don't you think I was too young to be messed with?,country,speak now
The girl in the dress cried the whole way home,country,speak now
Dear John,country,speak now
"I see it all now, it was wrong",country,speak now
Don't you think nineteen's too young,country,speak now
To be played by your dark twisted games?,country,speak now
When I loved you so,country,speak now
I should've known,country,speak now
You are an expert at sorry,country,speak now
And keeping lines blurry,country,speak now
Never impressed by me acing your tests,country,speak now
All the girls that you run dry,country,speak now
Have dried lifeless eyes,country,speak now
Cause you burned them out,country,speak now
But I took your matches before fire could catch me,country,speak now
So don't look now,country,speak now
I'm shining like fireworks,country,speak now
Over your sad empty town,country,speak now
Dear John,country,speak now
I see it all now that you're gone,country,speak now
Don't you think I was too young to be messed with?,country,speak now
The girl in the dress cried the whole way home,country,speak now
I see it all now that you're gone,country,speak now
Don't you think I was too young to be messed with?,country,speak now
The girl in the dress wrote you a song,country,speak now
You should've known.,country,speak now
You should've known.,country,speak now
Don't you think I was too young?,country,speak now
You should've known.,country,speak now
"My, my, my, my",pop,lover
"My, my, my, my",pop,lover
"My, my, my, my",pop,lover
"My, my, my, my",pop,lover
"My, my, my, my",pop,lover
"My, my, my, my",pop,lover
"My, my, my, my",pop,lover
"My, my, my, my",pop,lover
Saying goodbye is death by a thousand cuts,pop,lover
Flashbacks waking me up,pop,lover
"I get drunk, but it's not enough",pop,lover
'Cause the morning comes and you're not my baby,pop,lover
I look through the windows of this love,pop,lover
Even though we boarded them up,pop,lover
Chandelier still flickering here,pop,lover
'Cause I can't pretend it's okay when it's not,pop,lover
It's death by a thousand cuts,pop,lover
"I dress to kill my time, I take the long way home",pop,lover
I ask the traffic lights if it'll be alright,pop,lover
"They say, ""I don't know""",pop,lover
And what once was ours is no one's now,pop,lover
"I see you everywhere, the only thing we share",pop,lover
Is this small town,pop,lover
"You said it was a great love, one for the ages",pop,lover
"But if the story's over, why am I still writing pages?",pop,lover
Saying goodbye is death by a thousand cuts,pop,lover
Flashbacks waking me up,pop,lover
"I get drunk, but it's not enough",pop,lover
'Cause the morning comes and you're not my baby,pop,lover
I look through the windows of this love,pop,lover
Even though we boarded them up,pop,lover
Chandelier still flickering here,pop,lover
'Cause I can't pretend it's okay when it's not,pop,lover
It's death by a thousand cuts,pop,lover
"My heart, my hips, my body, my love",pop,lover
Tryna find a part of me that you didn't touch,pop,lover
Gave up on me like I was a bad drug,pop,lover
Now I'm searching for signs in a haunted club,pop,lover
"Our songs, our films, united, we stand",pop,lover
"Our country, guess it was a lawless land",pop,lover
Why are my fears at the touch of your hands?,pop,lover
Paper cut stains from my paper-thin plans,pop,lover
"My time, my wine, my spirit, my trust",pop,lover
Tryna find a part of me you didn't take up,pop,lover
"Gave you so much, but it wasn't enough",pop,lover
"But I'll be alright, it's just a thousand cuts",pop,lover
"I get drunk, but it's not enough",pop,lover
'Cause you're not my baby,pop,lover
I look through the windows of this love,pop,lover
Even though we boarded them up,pop,lover
Chandelier still flickering here,pop,lover
'Cause I can't pretend it's okay when it's not,pop,lover
"No, it's not",pop,lover
It's death by a thousand cuts (You didn't touch),pop,lover
Tryna find a part of me that you didn't touch,pop,lover
"My body, my love, my trust (It's death by a thousand cuts)",pop,lover
"But it wasn't enough, it wasn't enough, no, no",pop,lover
I take the long way home,pop,lover
I ask the traffic lights if it'll be alright,pop,lover
"They say, ""I don't know""",pop,lover
"This ain't for the best, my reputation's never been worse",pop,reputation
So you must like me for me,pop,reputation
"We can't make any promises now, can we babe?",pop,reputation
But you can make me a drink,pop,reputation
"Dive bar on the East Side, where you at?",pop,reputation
Phone lights up my nightstand in the black,pop,reputation
"Come here, you can meet me in the back",pop,reputation
"Dark jeans and your Nikes, look at you",pop,reputation
"Oh damn, never seen that color blue",pop,reputation
Just think of the fun things we could do,pop,reputation
'Cause I like you,pop,reputation
"This ain't for the best, my reputation's never been worse",pop,reputation
So you must like me for me,pop,reputation
"Yeah, I want you",pop,reputation
"We can't make any promises now, can we babe?",pop,reputation
But you can make me a drink,pop,reputation
Is it cool that I said all that?,pop,reputation
Is it chill that you're in my head?,pop,reputation
'Cause I know that it's delicate (Delicate),pop,reputation
Is it cool that I said all that?,pop,reputation
Is it too soon to do this yet?,pop,reputation
'Cause I know that it's delicate,pop,reputation
Isn't it? Isn't it? Isn't it?,pop,reputation
Isn't it?,pop,reputation
Isn't it? Isn't it? Isn't it?,pop,reputation
Isn't it delicate?,pop,reputation
"Third floor on the West Side, me and you",pop,reputation
"Handsome, you're a mansion with a view",pop,reputation
Do the girls back home touch you like I do?,pop,reputation
"Long night, with your hands up in my hair",pop,reputation
Echoes of your footsteps on the stairs,pop,reputation
"Stay here, honey, I don't wanna share",pop,reputation
'Cause I like you,pop,reputation
"This ain't for the best, my reputation's never been worse",pop,reputation
So you must like me for me,pop,reputation
"Yeah, I want you",pop,reputation
"We can't make any promises now, can we babe?",pop,reputation
But you can make me a drink,pop,reputation
Is it cool that I said all that?,pop,reputation
Is it chill that you're in my head?,pop,reputation
'Cause I know that it's delicate (Delicate),pop,reputation
Is it cool that I said all that?,pop,reputation
Is it too soon to do this yet?,pop,reputation
'Cause I know that it's delicate,pop,reputation
Isn't it? Isn't it? Isn't it?,pop,reputation
Isn't it?,pop,reputation
Isn't it? Isn't it? Isn't it?,pop,reputation
Isn't it delicate?,pop,reputation
"Sometimes I wonder, when you sleep",pop,reputation
Are you ever dreaming of me?,pop,reputation
Sometimes when I look into your eyes,pop,reputation
"I pretend you're mine, all the damn time",pop,reputation
'Cause I like you,pop,reputation
Is it cool that I said all that?,pop,reputation
Is it chill that you're in my head?,pop,reputation
'Cause I know that it's delicate (Delicate),pop,reputation
"Yeah, I want you",pop,reputation
Is it cool that I said all that?,pop,reputation
Is it too soon to do this yet?,pop,reputation
'Cause I know that it's delicate (Delicate),pop,reputation
'Cause I like you,pop,reputation
Is it cool that I said all that? (Isn' t it?),pop,reputation
Is it chill that you're in my head? (Isn't it? Isn't it?),pop,reputation
'Cause I know that it's delicate (Isn't it delicate?),pop,reputation
"Yeah, I want you",pop,reputation
Is it cool that I said all that? (Isn't it?),pop,reputation
Is it too soon to do this yet? (Isn't it? Isn't it?),pop,reputation
'Cause I know that it's delicate (Isn't it delicate?),pop,reputation
"Don't blame me, love made me crazy",pop,reputation
"If it doesn't, you ain't doing it right",pop,reputation
"Lord, save me, my drug is my baby",pop,reputation
I'll be using for the rest of my life,pop,reputation
I've been breaking hearts a long time,pop,reputation
And toying with them older guys,pop,reputation
Just playthings for me to use,pop,reputation
Something happened for the first time,pop,reputation
In the darkest little paradise,pop,reputation
"Shaking, pacing, I just need you",pop,reputation
"For you, I would cross the line",pop,reputation
I would waste my time,pop,reputation
I would lose my mind,pop,reputation
"They say, ""She's gone too far this time""",pop,reputation
"Don't blame me, your love made me crazy",pop,reputation
"If it doesn't, you ain't doing it right",pop,reputation
"Lord, save me, my drug is my baby",pop,reputation
I'll be using for the rest of my life,pop,reputation
"Don't blame me, your love made me crazy",pop,reputation
"If it doesn't, you ain't doing it right",pop,reputation
"Oh, Lord, save me, my drug is my baby",pop,reputation
I'll be using for the rest of my life,pop,reputation
My name is whatever you decide,pop,reputation
And I'm just gonna call you mine,pop,reputation
"I'm insane, but I'm your baby (your baby)",pop,reputation
Echoes of your name inside my mind,pop,reputation
"Halo, hiding my obsession",pop,reputation
"I once was poison ivy, but now I'm your daisy",pop,reputation
"And baby, for you, I would fall from grace",pop,reputation
Just to touch your face,pop,reputation
If you walk away,pop,reputation
I'd beg you on my knees to stay,pop,reputation
"Don't blame me, your love made me crazy",pop,reputation
"If it doesn't, you ain't doing it right",pop,reputation
"Lord, save me, my drug is my baby",pop,reputation
I'll be using for the rest of my life,pop,reputation
"Don't blame me, your love made me crazy",pop,reputation
"If it doesn't, you ain't doing it right",pop,reputation
"Oh, Lord, save me, my drug is my baby",pop,reputation
I'll be using for the rest of my life,pop,reputation
"I get so high, oh",pop,reputation
"Every time you're, every time you're loving me",pop,reputation
You're loving me,pop,reputation
"Trip of my life, oh",pop,reputation
"Every time you're, every time you're touching me",pop,reputation
You're touching me,pop,reputation
"Every time you're, every time you're loving me",pop,reputation
"Oh, Lord, save me",pop,reputation
My drug is my baby,pop,reputation
I'd be using for the rest of my life,pop,reputation
"(Using for the rest of my life, oh)",pop,reputation
"Don't blame me, your love made me crazy",pop,reputation
"If it doesn't, you ain't doing it right (doing it right, no)",pop,reputation
"Lord, save me, my drug is my baby",pop,reputation
"I'll be using for the rest of my life, oh",pop,reputation
"Don't blame me, your love made me crazy",pop,reputation
"If it doesn't, you ain't doing it right (you ain't doing it...)",pop,reputation
"Oh, Lord, save me, my drug is my baby",pop,reputation
"I'll be using for the rest of my life (I'll be using, I'll be using)",pop,reputation
"I get so high, oh",pop,reputation
"Every time, you're, every time you're loving me",pop,reputation
You're loving me,pop,reputation
"Oh, Lord, save me",pop,reputation
My drug is my baby,pop,reputation
I'll be using for the rest of my life,pop,reputation
Our secret moments in your crowded room,pop,reputation
They've got no idea about me and you,pop,reputation
There is an indentation in the shape of you,pop,reputation
"Made your mark on me, a golden tattoo",pop,reputation
"All of this silence and patience, pining and anticipation",pop,reputation
"My hands are shaking from holding back from you (ah, ah, ah)",pop,reputation
"All of this silence and patience, pining and desperately waiting",pop,reputation
"My hands are shaking from holding back from all this (ha, ha, ha, ha)",pop,reputation
Say my name and everything just stops,pop,reputation
I don't want you like a best friend,pop,reputation
Only bought this dress so you could take it off,pop,reputation
"Take it off (ha, ha, ha)",pop,reputation
Carve your name into my bedpost,pop,reputation
'Cause I don't want you like a best friend,pop,reputation
Only bought this dress so you could take it off,pop,reputation
"Take it off (ha, ha, ha, ha)",pop,reputation
"Inescapable, I'm not even going to try",pop,reputation
"And if I get burned, at least we were electrified",pop,reputation
"I'm spilling wine in the bathtub, you kiss my face and we're both drunk",pop,reputation
"Everyone thinks that they know us, but they know nothing about",pop,reputation
"All of this silence and patience, pining and anticipation",pop,reputation
"My hands are shaking from holding back from you (ah, ah, ah)",pop,reputation
"All of this silence and patience, pining and desperately waiting",pop,reputation
"My hands are shaking from holding back from all this (ha, ha, ha, ha)",pop,reputation
Say my name and everything just stops,pop,reputation
I don't want you like a best friend,pop,reputation
Only bought this dress so you could take it off,pop,reputation
"Take it off (ha, ha, ha)",pop,reputation
Carve your name into my bedpost,pop,reputation
'Cause I don't want you like a best friend,pop,reputation
"Only bought this dress so you could take it off, take it off",pop,reputation
"Only bought this dress so you could take it off, take it off",pop,reputation
Only bought this dress so you could take it off,pop,reputation
Nights back when you met me,pop,reputation
Your buzzcut and my hair bleached,pop,reputation
"Even in my worst times, you could see the best of me",pop,reputation
Flash back to my mistakes,pop,reputation
"My rebounds, my earthquakes",pop,reputation
"Even in my worst light, you saw the truth of me",pop,reputation
And I woke up just in time,pop,reputation
Now I wake up by your side,pop,reputation
"My one and only, my lifeline",pop,reputation
I woke up just in time,pop,reputation
Now I wake up by your side,pop,reputation
"My hands are shaking, and I can't explain this (ha, ha, ha, ha)",pop,reputation
Say my name and everything just stops,pop,reputation
I don't want you like a best friend,pop,reputation
"Only bought this dress so you could take it off, take it off",pop,reputation
Carve your name into my bedpost,pop,reputation
Cause I don't want you like a best friend,pop,reputation
"Only bought this dress so you could take it off, take it off",pop,reputation
There is an indentation,pop,reputation
In the shape of you,pop,reputation
Only bought this dress so you could take it off,pop,reputation
"You made your mark on me, golden tattoo",pop,reputation
Only bought this dress so you could take it off,pop,reputation
"There I was again tonight, forcing laughter, faking smiles",country,speak now
"Same old, tired lonely place",country,speak now
"Walls of insincerity, shifting eyes and vacancy",country,speak now
Vanished when I saw your face,country,speak now
All I can say is it was enchanting to meet you,country,speak now
"Your eyes whispered, ""Have we met?"" across the room, your silhouette",country,speak now
Starts to make its way to me,country,speak now
"The playful conversation starts, counter all your quick remarks",country,speak now
Like passing notes in secrecy,country,speak now
And it was enchanting to meet you,country,speak now
All I can say is I was enchanted to meet you,country,speak now
"This night is sparkling, don't you let it go",country,speak now
"I'm wonder-struck, blushing all the way home",country,speak now
I'll spend forever wondering if you knew,country,speak now
I was enchanted to meet you,country,speak now
"The lingering question kept me up, 2 a.m., who do you love?",country,speak now
I wonder 'til I'm wide awake,country,speak now
"Now I'm pacing back and forth, wishing you were at my door",country,speak now
I'd open up and you would say,country,speak now
It was enchanting to meet you,country,speak now
All I know is I was enchanted to meet you,country,speak now
"This night is sparkling, don't you let it go",country,speak now
"I'm wonder-struck, blushing all the way home",country,speak now
I'll spend forever wondering if you knew,country,speak now
"This night is flawless, don't you let it go",country,speak now
"I'm wonder-struck, dancing around all alone",country,speak now
I'll spend forever wondering if you knew,country,speak now
I was enchanted to meet you,country,speak now
This is me praying that,country,speak now
"This was the very first page, not where the storyline ends",country,speak now
My thoughts will echo your name until I see you again,country,speak now
These are the words I held back as I was leaving too soon,country,speak now
I was enchanted to meet you,country,speak now
Please don't be in love with someone else,country,speak now
Please don't have somebody waiting on you,country,speak now
Please don't be in love with someone else,country,speak now
Please don't have somebody waiting on you,country,speak now
"This night is sparkling, don't you let it go",country,speak now
"I'm wonder-struck, blushing all the way home",country,speak now
I'll spend forever wondering if you knew,country,speak now
"This night is flawless, don't you let it go",country,speak now
"I'm wonder-struck, dancing around all alone",pop,speak now
I'll spend forever wondering if you knew,pop,speak now
I was enchanted to meet you,pop,speak now
Please don't be in love with someone else,pop,speak now
Please don't have somebody waiting on you,pop,speak now
I wanna be your end game,pop,reputation
I wanna be your first string,pop,reputation
"I wanna be your A-Team (woah, woah, woah)",pop,reputation
"I wanna be your end game, end game",pop,reputation
[Post-Chorus: Taylor Swift & Future],pop,reputation
"Big reputation, big reputation",pop,reputation
"Ooh, you and me, we got big reputations",pop,reputation
"Ah, and you heard about me",pop,reputation
"Oh, I got some big enemies (yeah)",pop,reputation
"Big reputation, big reputation",pop,reputation
"Ooh, you and me would be a big conversation",pop,reputation
"Ah, and I heard about you (yah)",pop,reputation
"Ooh, you like the bad ones, too",pop,reputation
"You so dope, don't overdose",pop,reputation
"I'm so stoked, I need a toast",pop,reputation
"We do the most, I'm in the Ghost like I'm whippin' a boat",pop,reputation
"I got a reputation, girl, that don't precede me (yah)",pop,reputation
I'm a call away whenever you need me (yeah),pop,reputation
"I'm in a G5 (yeah), come to the A-Side (yeah)",pop,reputation
"I got a bad boy persona, that's what they like (what they like)",pop,reputation
"You love it, I love it, too, 'cause you my type (you my type)",pop,reputation
You hold me down and I protect you with my life,pop,reputation
"I don't wanna touch you, I don't wanna be",pop,reputation
Just another ex love you don't wanna see,pop,reputation
I don't wanna miss you (I don't wanna miss you),pop,reputation
Like the other girls do,pop,reputation
"I don't wanna hurt you, I just wanna be",pop,reputation
Drinking on a beach with you all over me,pop,reputation
I know what they all say (I know what they all say),pop,reputation
But I ain't tryna play,pop,reputation
I wanna be your end game,pop,reputation
I wanna be your first string,pop,reputation
I wanna be your A-Team,pop,reputation
"I wanna be your end game, end game",pop,reputation
"Now well, when I was young, we connected",pop,reputation
"When we were little bit older, both sprung",pop,reputation
I got issues and chips on both of my shoulders,pop,reputation
Reputation precedes me and rumors are knee deep,pop,reputation
"The truth is it's easier to ignore it, believe me",pop,reputation
"Even when we'd argue, we'd not do it for long",pop,reputation
And you understand the good and bad end up in a song,pop,reputation
For all your beautiful traits and the way you do it with ease,pop,reputation
"For all my flaws, paranoia and insecurities",pop,reputation
"I've made mistakes and made some choices, that's hard to deny",pop,reputation
"After the storm, something was born on the 4th of July",pop,reputation
"I've passed days [?], this end game isn't won",pop,reputation
"With four words on the tip of my tongue, I'll never say it",pop,reputation
"I don't wanna touch you, I don't wanna be",pop,reputation
Just another ex love you don't wanna see,pop,reputation
I don't wanna miss you like the other girls do,pop,reputation
"I don't wanna hurt you, I just wanna be",pop,reputation
Drinking on a beach with you all over me,pop,reputation
"I know what they all say, yeah, but I ain't tryna play",pop,reputation
I wanna be your end game,pop,reputation
I wanna be your first string,pop,reputation
I wanna be your A-Team,pop,reputation
"I wanna be your end game, end game",pop,reputation
[Post-Chorus: Taylor Swift & Future],pop,reputation
"Big reputation, big reputation",pop,reputation
"Ooh, you and me, we got big reputations",pop,reputation
"Ah, and you heard about me",pop,reputation
"Oh, I got some big enemies",pop,reputation
"Hey, big reputation, big reputation",pop,reputation
